exercicio,demonstrativo,periodo,periodicidade,instituicao,cod_ibge,uf,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano,bimestre,tipo
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Transporte Rodoviário,925880.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Desporto e Lazer,1482280.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Desporto Comunitário,1482280.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Encargos Especiais,1531040.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Serviço da Dívida Interna,674000.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Outros Encargos Especiais,857040.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,Reserva de Contingência,500000.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,DESPESAS (INTRA-ORÇAMENTÁRIAS) (II),13426790.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO INICIAL,RREO2TotalDespesas,TOTAL (III) = (I + II),112049000.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I),105762210.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Legislativa,3466000.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Ação Legislativa,3466000.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Administração,10307820.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,FU04 - Administração Geral,8573800.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Administração Financeira,1734020.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Segurança Pública,2017320.0,2018,1,Despesa
2018,RREO,1,B,Prefeitura Municipal de São Manuel - SP,3550100,SP,40532,RREO-Anexo 02,M,Total das Despesas Exceto Intra-Orçamentárias,DOTAÇÃO ATUALIZADA (a),RREO2TotalDespesas,Policiamento,2017320.0,2018,1,Despesa
