exercicio,periodo,periodicidade,instituicao,cod_ibge,uf,co_poder,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano,anexo_rgf
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4618806.24,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4764035.65,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4517441.12,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4561857.42,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4547048.25,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4834420.7,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),5359190.72,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),6536525.79,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4601813.83,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4657561.37,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4669717.71,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4758765.16,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),58427183.96,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3764845.53,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3905488.51,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3639057.22,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3679993.02,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3646304.1,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3942506.31,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3633801.99,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalAtivoBruta,Pessoal Ativo,5614819.79,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3646694.57,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3706690.87,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3698284.39,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3786282.88,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalAtivoBruta,Pessoal Ativo,46664769.18,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2917143.84,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3052667.16,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2797007.08,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2837310.42,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2807189.74,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3093812.98,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2787452.18,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3955916.67,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2795074.38,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2820944.8,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2804716.84,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2890227.72,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",35559463.81,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,ObrigacoesPatronais,Obrigações Patronais,808784.48,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,ObrigacoesPatronais,Obrigações Patronais,820160.86,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,ObrigacoesPatronais,Obrigações Patronais,817668.3,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,ObrigacoesPatronais,Obrigações Patronais,817197.77,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,ObrigacoesPatronais,Obrigações Patronais,811120.5,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,ObrigacoesPatronais,Obrigações Patronais,817062.93,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,ObrigacoesPatronais,Obrigações Patronais,812027.18,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,ObrigacoesPatronais,Obrigações Patronais,1584716.16,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,ObrigacoesPatronais,Obrigações Patronais,844684.88,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,ObrigacoesPatronais,Obrigações Patronais,858748.39,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,ObrigacoesPatronais,Obrigações Patronais,868585.69,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,ObrigacoesPatronais,Obrigações Patronais,872443.64,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),ObrigacoesPatronais,Obrigações Patronais,10733200.78,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,BeneficiosPrevidenciarios,Benefícios Previdenciários,38917.21,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,BeneficiosPrevidenciarios,Benefícios Previdenciários,32660.49,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,BeneficiosPrevidenciarios,Benefícios Previdenciários,24381.84,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,BeneficiosPrevidenciarios,Benefícios Previdenciários,25484.83,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,BeneficiosPrevidenciarios,Benefícios Previdenciários,27993.86,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,BeneficiosPrevidenciarios,Benefícios Previdenciários,31630.4,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,BeneficiosPrevidenciarios,Benefícios Previdenciários,34322.63,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,BeneficiosPrevidenciarios,Benefícios Previdenciários,74186.96,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,BeneficiosPrevidenciarios,Benefícios Previdenciários,6935.31,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,BeneficiosPrevidenciarios,Benefícios Previdenciários,26997.68,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,BeneficiosPrevidenciarios,Benefícios Previdenciários,24981.86,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,BeneficiosPrevidenciarios,Benefícios Previdenciários,23611.52,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),BeneficiosPrevidenciarios,Benefícios Previdenciários,372104.59,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,853960.71,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,858547.14,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,878383.9,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,881864.4,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,900744.15,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,891914.39,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,1725388.73,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,921706.0,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,955119.26,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,950870.5,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,971433.32,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,972482.28,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalInativoEPensionistasBruta,Pessoal Inativo e Pensionistas,11762414.78,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",689724.53,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",694834.98,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",713578.57,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",717871.91,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",717952.96,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",718215.63,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",1390696.04,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",742356.33,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",774600.49,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",770363.09,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",791868.55,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",792917.51,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),AposentadoriasReservaEReformas,"Aposentadorias, Reserva e Reformas",9514980.59,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,DespesasPensoesInativosEPensionistas,Pensões,164236.18,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,DespesasPensoesInativosEPensionistas,Pensões,163712.16,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,DespesasPensoesInativosEPensionistas,Pensões,164805.33,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,DespesasPensoesInativosEPensionistas,Pensões,163992.49,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,DespesasPensoesInativosEPensionistas,Pensões,182791.19,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,DespesasPensoesInativosEPensionistas,Pensões,173698.76,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,DespesasPensoesInativosEPensionistas,Pensões,334692.69,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,DespesasPensoesInativosEPensionistas,Pensões,179349.67,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,DespesasPensoesInativosEPensionistas,Pensões,180518.77,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,DespesasPensoesInativosEPensionistas,Pensões,180507.41,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,DespesasPensoesInativosEPensionistas,Pensões,179564.77,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,DespesasPensoesInativosEPensionistas,Pensões,179564.77,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesasPensoesInativosEPensionistas,Pensões,2247434.19,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),860818.65,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),859272.64,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),870861.82,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),872017.11,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),896771.95,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),890535.08,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),1770243.32,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),1076596.63,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),976036.69,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),1063461.8,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),972219.89,2018,RGF-Anexo 01
2018,1,Q,Prefeitura Municipal de São Manuel - SP,3550100,SP,E,40532,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),1029702.57,2018,RGF-Anexo 01
